id,name,phone,address,city,state,website,source_url,category,last_seen
292,Course Structure,,,Nashik,Maharashtra,https://bykcollege.com/course-structure/,https://bykcollege.com/course-structure/,Bba,2026-06-07T14:49:32.690562+00:00
300,Home | Brahmanand Commerce Classes,+918459806928,,Nashik,Maharashtra,https://balaksomeshwar.wixsite.com/brahmanadcommercecla,https://balaksomeshwar.wixsite.com/brahmanadcommercecla,Commerce,2026-06-07T14:49:51.391813+00:00
303,Trident Coaching Institute | Nashik's Trusted Coaching Center,,"Above Govind Dande Jewellers, Near Datta Mandir Signal, Nashik Road, Nashik",Nashik,Maharashtra,https://www.tridentcoachinginstitute.com/,https://www.tridentcoachinginstitute.com/,Commerce,2026-06-07T14:50:02.633007+00:00
307,Dnyanvardhini Coaching Institute - Commerce & Law Classes In Nashik,,,Nashik,Maharashtra,https://www.ezyspot.com/story/dnyanvardhini-coaching-institute-commerce-law-classes-in-nashik/,https://www.ezyspot.com/story/dnyanvardhini-coaching-institute-commerce-law-classes-in-nashik/,Commerce,2026-06-07T14:50:11.257583+00:00
308,Yandex video arama,+911136835012,,Aurangabad,Maharashtra,https://twitter.yandex.com.tr/video/search?text=köylü+cıplak&where=all,https://twitter.yandex.com.tr/video/search?text=köylü+cıplak&where=all,B.com,2026-06-07T14:50:22.573256+00:00
317,M Com Entrance Coaching Institute in Delhi | Best M.Com Entrance Coaching Classes Delhi | M.com Entrance Coaching North Delhi | Best M.Com Entrance Coaching in Delhi | Best M.Com Entrance Coaching in ,+919560268076,"Nice location at Main Ring Road GTB Nagar, North Campus of Delhi University – Near GTB Nagar Metro Station Gate No.-1. Convenient for all mode and route Bus, Metro and personal vehicles.",Aurangabad,Maharashtra,https://www.ugentrance.com/,https://www.ugentrance.com/,B.com,2026-06-07T14:50:36.799578+00:00
319,"Top Schools in Aurangabad for Class 12 2026-27: Fees, Admissions, Rankings & Reviews",+918766340464,,Aurangabad,Maharashtra,https://ezyschooling.com/admissions/12-school-admission-in-aurangabad,https://ezyschooling.com/admissions/12-school-admission-in-aurangabad,Baf,2026-06-07T14:50:45.112418+00:00
320,Top Tally Classes in Aurangabad with GST,+917039169629,,Aurangabad,Maharashtra,https://abctraining.in/blog/top-tally-classes-in-aurangabad-with-gst,https://abctraining.in/blog/top-tally-classes-in-aurangabad-with-gst,Baf,2026-06-07T14:50:53.248485+00:00
323,Best BBA Coaching in Aurangabad | IMS India,,,Aurangabad,Maharashtra,https://www.imsindia.com/campaign/bba-coaching-aurangabad.html,https://www.imsindia.com/campaign/bba-coaching-aurangabad.html,Bba,2026-06-07T14:51:08.954011+00:00
324,"Government Polytechnic, Aurangabad in Aurangabad | Singh Education",+919766910486,,Aurangabad,Maharashtra,"https://www.singheducation.co.in/City-Aurangabad/Government-Polytechnic,-Aurangabad/","https://www.singheducation.co.in/City-Aurangabad/Government-Polytechnic,-Aurangabad/",Bba,2026-06-07T14:51:12.175319+00:00
325,"BBA Course - Syllabus, Eligibility, Admission and Jobs",+919972046911,,Aurangabad,Maharashtra,https://igniteindiaeducation.com/course-bba/,https://igniteindiaeducation.com/course-bba/,Bba,2026-06-07T14:51:18.048313+00:00
328,Join Nikhil Commerce Classes in Aurangabad Today!,+917383536532,"1st Floor, Shreeji Arcade, Opposite Dena Bank, Junction Of S V and M G Road, Kandivali West, Mumbai-400067, Maharashtra",Aurangabad,Maharashtra,https://www.tuition.in/coaching-centers/aurangabad/nikhil-commerce-classes/,https://www.tuition.in/coaching-centers/aurangabad/nikhil-commerce-classes/,Commerce,2026-06-07T14:51:27.652093+00:00
329,Teachwell Commerce Classes Coaching Classes in Aurangabad Maharashtra (#wj43pnsrr),+912403250444,,Aurangabad,Maharashtra,https://www.edufrog.in/coaching-institute/teachwell-commerce-classes-aurangabad-maharashtra-wj43pnsrr.html,https://www.edufrog.in/coaching-institute/teachwell-commerce-classes-aurangabad-maharashtra-wj43pnsrr.html,Commerce,2026-06-07T14:51:30.331445+00:00
330,Achiever Commerce Classes - Aurangabad Reviews and Ratings - MouthShut.com,+911234567890,,Aurangabad,Maharashtra,https://www.mouthshut.com/product-reviews/achiever-commerce-classes-aurangabad-reviews-926141503,https://www.mouthshut.com/product-reviews/achiever-commerce-classes-aurangabad-reviews-926141503,Commerce,2026-06-07T14:51:37.303662+00:00
332,Top MBA-CET Coaching in Solapur - Proven Success at Bakle Classes,,,Solapur,Maharashtra,https://bakleclasses.com/index.php/mba-cet-coaching-solapur/,https://bakleclasses.com/index.php/mba-cet-coaching-solapur/,Baf,2026-06-07T14:52:05.112731+00:00
333,Online NIOS 12th Admission Support for Mass Communication in Solapur,,,Solapur,Maharashtra,https://swotacademy.in/best-nios-12th-online-classes-in-solapur-join-mass-communication-today/,https://swotacademy.in/best-nios-12th-online-classes-in-solapur-join-mass-communication-today/,Baf,2026-06-07T14:52:12.275068+00:00
334,Home - Bakle Classes,,,Solapur,Maharashtra,https://bakleclasses.com/,https://bakleclasses.com/,Bba,2026-06-07T14:52:29.978466+00:00
335,"Hirachand Nemchand College of Commerce, Solapur",,,Solapur,Maharashtra,https://hnccsolapur.org/,https://hnccsolapur.org/,Bba,2026-06-07T14:52:32.765458+00:00
336,Bakle Classes Solapur Maharashtra,+918956262651,"Address: 162/18 A, Railway Lines, Old Employment Chowk, VIP Road, Opposite City Hospital, Railway Lines, Solapur, Maharashtra 413001 Year Established: 2018 Contact Person: Atul Bakle Sir Contact No: 8956262651",Solapur,Maharashtra,https://www.coachingvista.in/profile/institute/bakle-classes-834,https://www.coachingvista.in/profile/institute/bakle-classes-834,Bba,2026-06-07T14:52:34.203291+00:00
337,ClearExam: Best CLAT Coaching in Delhi | Best CLAT Coaching Center | CLAT Online Coaching,+919394949438,,Solapur,Maharashtra,https://www.clearlawentrance.com/,https://www.clearlawentrance.com/,Bba,2026-06-07T14:52:46.921531+00:00
338,"Sinhgad Institutes, Sinhgad Management Institutes",+919228151258,Gat No. 273/2/A,Solapur,Maharashtra,https://www.collegesearch.in/colleges/sinhgad-institutes-sinhgad-management-institutes-solapur,https://www.collegesearch.in/colleges/sinhgad-institutes-sinhgad-management-institutes-solapur,Bba,2026-06-07T14:52:50.065110+00:00
346,BEST DIGITAL MARKETING CLASSES IN SOLAPUR - PIT Digital Marketing,,,Solapur,Maharashtra,https://pooinfotech.com/best-digital-marketing-classes-in-solapur/,https://pooinfotech.com/best-digital-marketing-classes-in-solapur/,Commerce,2026-06-07T14:52:55.768372+00:00
347,Food Centers in Solapur,+917385111191,,Solapur,Maharashtra,https://solapurmall.com/listing.php?cat=Classes,https://solapurmall.com/listing.php?cat=Classes,Commerce,2026-06-07T14:52:57.490055+00:00
356,Digital Marketing Course in Solapur,+912071173883,,Solapur,Maharashtra,https://www.sevenmentor.com/digital-marketing-course-in-solapur,https://www.sevenmentor.com/digital-marketing-course-in-solapur,Commerce,2026-06-07T14:53:01.068541+00:00
359,Best Commerce Coaching in Indore | AN Outfox Academy,+916268348685,"MR 10 Road, Vijay Nagar Indore, Madhya Pradesh — 452010 📞 +91 62683 48685 🌐 anoutfoxacademy.in",Solapur,Maharashtra,https://anoutfoxacademy.in/,https://anoutfoxacademy.in/,Commerce,2026-06-07T14:53:18.374950+00:00
360,"Bhogawati Mahavidyalaya kolhapur: Courses, Admission 2025, Fees, Scholarship, Placements, Ranking",,,Kolhapur,Maharashtra,https://universitykart.com/university/universitydetails/bhogawati-mahavidyalaya-kolhapur,https://universitykart.com/university/universitydetails/bhogawati-mahavidyalaya-kolhapur,Commerce,2026-06-07T14:54:22.048591+00:00
361,Best NATA Coaching in Kolhapur 2026 / 2027 | Crack B.Arch with SILICA,+919156513030,,Kolhapur,Maharashtra,https://silica.co.in/nata-coaching-in-kolhapur,https://silica.co.in/nata-coaching-in-kolhapur,Commerce,2026-06-07T14:54:24.252320+00:00
384,Best Tally Prime Class in Kolhapur : - Shree Computer Education,,,Kolhapur,Maharashtra,https://tallyclassinkolhapur.blogspot.com/2019/11/best-tally-classes-in-kolhapur-tally.html,https://tallyclassinkolhapur.blogspot.com/2019/11/best-tally-classes-in-kolhapur-tally.html,Commerce,2026-06-07T14:54:27.187159+00:00
385,Data Analytics Training Classes in Kolhapur,+918888809416,,Kolhapur,Maharashtra,https://thekiranacademy.com/data-analytics-course-in-kolhapur,https://thekiranacademy.com/data-analytics-course-in-kolhapur,Commerce,2026-06-07T14:54:30.153262+00:00
386,Freydis Elterncoaching,,,Amravati,Maharashtra,https://freydis-coaching.com/,https://freydis-coaching.com/,B.com,2026-06-07T14:54:43.117357+00:00
387,b.com Coaching in Delhi,,,Amravati,Maharashtra,https://medium.com/@prourban321/b-com-coaching-in-delhi-de5b610652a4,https://medium.com/@prourban321/b-com-coaching-in-delhi-de5b610652a4,B.com,2026-06-07T14:54:48.701838+00:00
388,Amravati DCC Bank Bharti 2025: अमरावती जिल्हा मध्यवर्ती सहकारी बँक मध्ये कंत्राटी स्वरूपाची पदे भरण्याबाबतची जाहिरात २०२५,,,Amravati,Maharashtra,https://mahasarkar.co.in/amravati-dccb-bharti/,https://mahasarkar.co.in/amravati-dccb-bharti/,Baf,2026-06-07T14:55:02.411839+00:00
392,Best BBA Coaching From Jamia Milia Islamia in Delhi,+919582715775,,Amravati,Maharashtra,https://careerleaders.in/best-bba-coaching-from-jamia-milia-islamia-in-delhi/page/2/?et_blog,https://careerleaders.in/best-bba-coaching-from-jamia-milia-islamia-in-delhi/page/2/?et_blog,Bba,2026-06-07T14:55:33.769878+00:00
393,Top Institutes in Amravati,+919607768696,,Amravati,Maharashtra,https://sgni.in/course/amravati/,https://sgni.in/course/amravati/,Commerce,2026-06-07T14:55:43.421502+00:00
441,Digital Marketing Classes In Amravati - PIT Digital Marketing,,,Amravati,Maharashtra,https://pooinfotech.com/best-digital-marketing-classes-in-amravati/,https://pooinfotech.com/best-digital-marketing-classes-in-amravati/,Commerce,2026-06-07T14:55:46.194097+00:00
442,Best ✔️CLAT Coaching Center in Amravati | Join Law Entrance Coaching,+919903635533,"2nd Floor Krishna Complex Beside , Agrawal Pump Irwin Square, Maharashtra 444601",Amravati,Maharashtra,https://www.clatapult.com/amravati/,https://www.clatapult.com/amravati/,Commerce,2026-06-07T14:55:58.484002+00:00
444,"BMS Classes in Goregaon Mumbai CBSE, ICSE, IGCSE, IB, Commerce, Science,  Maths, Langauges.",+918178015153,,Navi Mumbai,Maharashtra,https://bmsclasses.wordpress.com/2011/07/01/bms-classes-in-mumbai/,https://bmsclasses.wordpress.com/2011/07/01/bms-classes-in-mumbai/,Baf,2026-06-07T14:56:34.389914+00:00
448,"Access Education computer and coaching classes | Nerul, Navi Mumbai",,,Navi Mumbai,Maharashtra,https://www.access-education.in/,https://www.access-education.in/,Baf,2026-06-07T14:56:39.573440+00:00
449,"Career Launcher Navi Mumbai (Nerul) | CLAT, CAT, IPMAT, BBA Coaching Institute",+919702006400,"Address 202, Jagannath Niwas, Plot No. A42/A43, Sector 20 Above Parijat Sweets, Opp. Nerul Railway Station, Nerul West, Navi Mumbai, Mumbai, Maharashtra 400706",Navi Mumbai,Maharashtra,https://www.careerlauncher.com/center/navimumbai/nerul/,https://www.careerlauncher.com/center/navimumbai/nerul/,Bba,2026-06-07T14:57:00.932055+00:00
450,Commerce Classes in Navi Mumbai,+919323394417,,Navi Mumbai,Maharashtra,https://medium.com/@kishorkarna06/commerce-classes-in-navi-mumbai-1987a5433932,https://medium.com/@kishorkarna06/commerce-classes-in-navi-mumbai-1987a5433932,Commerce,2026-06-07T14:57:09.043934+00:00
451,Digital Marketing Training Courses - Certification Programs,+918070080999,,Navi Mumbai,Maharashtra,https://www.proideators.com/,https://www.proideators.com/,Commerce,2026-06-07T14:57:14.954042+00:00
453,Online NIOS 10th Admission Support for Mass Communication in Sangli,,,Sangli,Maharashtra,https://swotacademy.in/best-nios-10th-online-classes-in-sangli-join-mass-communication-today/,https://swotacademy.in/best-nios-10th-online-classes-in-sangli-join-mass-communication-today/,Baf,2026-06-07T14:57:43.414093+00:00
454,Find Top Businesses in your city on India's No.1 Local Search Engine - IndiaOnline,,"Uttam Nagar, Delhi",Sangli,Maharashtra,https://ads.sanglionline.in/community/classes,https://ads.sanglionline.in/community/classes,Baf,2026-06-07T14:57:48.113395+00:00
455,"Government Industrial Training Institute, Sangli Sangli, Maharashtra Course Fee Structure 2026, Faculties, Job Prospects and Career Options, Recruitment sectors",,,Sangli,Maharashtra,https://universitydunia.com/institute/5879-government-industrial-training-institute-sangli/fee-structure,https://universitydunia.com/institute/5879-government-industrial-training-institute-sangli/fee-structure,Baf,2026-06-07T14:57:57.117337+00:00
456,Are Online BBA Classes Live or Recorded in India?,+918956667205,,Sangli,Maharashtra,https://www.bduedu.in/online-bba/online-bba-live-vs-recorded-classes,https://www.bduedu.in/online-bba/online-bba-live-vs-recorded-classes,Bba,2026-06-07T14:58:01.406894+00:00
457,BBA Coaching in Andheri,+917700008850,"Welcome to Study Campus, the renowned establishment that applied relevant methods of teaching and learning to get the students clear various competitive and entrance exams for a bright future ahead. We offer BBA coaching classes in Andheri Mumbai for the locals and proximal locations such as Vijay Nagar, Ville Parle, Shree Sambhaji Nagar and many more.",Sangli,Maharashtra,https://studycampus.in/bba-coaching-classes-andheri-mumbai/,https://studycampus.in/bba-coaching-classes-andheri-mumbai/,Bba,2026-06-07T14:58:13.247655+00:00
464,Top Law/Management Coaching Institutes,+919216937105,"Let’s Connect at Our Main Office admin@hitbullseye.com +91 9216937105 E-305, Industrial Area, Sahibzada Ajit Singh Nagar, Punjab 160055, IN",Sangli,Maharashtra,https://grad.hitbullseye.com/Coaching-Classes?field_tags_tid=&page=6,https://grad.hitbullseye.com/Coaching-Classes?field_tags_tid=&page=6,Bba,2026-06-07T14:58:16.186823+00:00
466,Digital Marketing Courses in Sangli | Training Institute - PIT Digital Marketing,,,Sangli,Maharashtra,https://pooinfotech.com/best-digital-marketing-classes-in-sangli/,https://pooinfotech.com/best-digital-marketing-classes-in-sangli/,Commerce,2026-06-07T14:58:25.503781+00:00
474,SixLanes AI - Sangli's Startups & Business Growth Platform,+917387422490,,Sangli,Maharashtra,https://sixlanesai.com/,https://sixlanesai.com/,Commerce,2026-06-07T14:58:31.976415+00:00
475,Best B.Com Coaching in Prayagraj/Allahabad | KCC,,,Malegaon,Maharashtra,https://blog.kisalaycommerceclasses.com/b-com-coaching-in-prayagraj/,https://blog.kisalaycommerceclasses.com/b-com-coaching-in-prayagraj/,B.com,2026-06-07T14:58:41.780842+00:00
483,Online NIOS 12th Admission Support for Accountancy in Malegaon,,,Malegaon,Maharashtra,https://swotacademy.in/best-nios-12th-online-classes-in-malegaon-join-accountancy-today/,https://swotacademy.in/best-nios-12th-online-classes-in-malegaon-join-accountancy-today/,Baf,2026-06-07T14:58:46.986625+00:00
484,IPM BBA Coaching Programs for Entrances | IMS India,,,Malegaon,Maharashtra,https://www.imsindia.com/programs/ipm-bba/,https://www.imsindia.com/programs/ipm-bba/,Bba,2026-06-07T14:59:02.908755+00:00
485,"BBA Coaching in Kirti Nagar, BBA Coaching in Delhi",+919891779712,"+91-99115 04761 +91-99111 04761 +91-98917 79712 dhingraeducationb@gmail.com Floor D, Block Ground, 87 A, Block D,, Kirti Nagar, New Delhi 110015 - India",Malegaon,Maharashtra,https://www.dhingraeducation.in/bba-coaching.html,https://www.dhingraeducation.in/bba-coaching.html,Bba,2026-06-07T14:59:16.353391+00:00
494,Best Commerce Coaching in Patna - Chartered Commerce,+919570718434,,Malegaon,Maharashtra,https://charteredcommerce.org/,https://charteredcommerce.org/,Commerce,2026-06-07T14:59:29.308707+00:00
506,Commerce Coaching,+919312011906,,Malegaon,Maharashtra,https://accountscoaching.com/,https://accountscoaching.com/,Commerce,2026-06-07T14:59:31.573104+00:00
507,ALLEN Career Institute Rajkot - Top Coaching Institute in Jamnagar,,"Address : ALLEN Career Institute, Ishavasyam, Opp. I.O.C. Quarters, B/H Crystal Mall, Kalavad Rd, Rajkot, Jamnagar, Gujarat, India, 360005",Malegaon,Maharashtra,https://www.joonsquare.com/coaching-institute/allen-career-institute-jamnagar,https://www.joonsquare.com/coaching-institute/allen-career-institute-jamnagar,Commerce,2026-06-07T14:59:34.007072+00:00
508,Best Commerce Coaching in Boring Road Patna - Rankers Commerce,+919386035411,,Malegaon,Maharashtra,https://www.rankerscommerce.in/boringroad-patna,https://www.rankerscommerce.in/boringroad-patna,Commerce,2026-06-07T14:59:37.320269+00:00
513,Best JALGAON COACHING CLASSES in India: Read Customer Reviews & Ratings,,,Jalgaon,Maharashtra,https://www.mouthshut.com/jalgaon-coaching-classes-proid-925899304,https://www.mouthshut.com/jalgaon-coaching-classes-proid-925899304,Bba,2026-06-07T15:00:17.439423+00:00
515,Displaying All EAMCET CoachingType of Training Institutes with all courses,+914027177269,,Jalgaon,Maharashtra,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=10,https://www.manabadi.co.in/institute/TrgInstSrchTypeofTrgInst.aspx?strTYPId=10,Commerce,2026-06-07T15:00:28.379171+00:00
533,Amanz Commerce Institute Ludhiana | Best Commerce Coaching,,,Jalgaon,Maharashtra,https://aciedu.org/,https://aciedu.org/,Commerce,2026-06-07T15:00:31.163907+00:00
535,"Moral Coaching Institute, Rohini, Delhi,  Best Commerce Tuition Classes/Coaching in Delhi for 11th, 12th & Graduation, Delhi,  Study Centre in Delhi, Academic Courses Centre in Rohini, Professional Co",+919810833899,,Akola,Maharashtra,https://moralcoachinginstitute.com/features.html,https://moralcoachinginstitute.com/features.html,B.com,2026-06-07T15:00:43.984558+00:00
536,Ajay Kute Academy Mumbai - Top Coaching Institute in Akola,+919823651265,"Address : Ajay Kute Academy, Behind Akola Akashawani Kendra, Shastri Nagar, Mumbai, Akola, Maharashtra, India, 444001",Akola,Maharashtra,https://www.joonsquare.com/coaching-institute/ajay-kute-academy-akola,https://www.joonsquare.com/coaching-institute/ajay-kute-academy-akola,Baf,2026-06-07T15:01:01.907586+00:00
